CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
9629-NHXFW,42,Female,Basic,19.4,1,2,Debit Card,7,36,No
2696-RZVZW,67,Male,Enterprise,25.05,68,3,Net Banking,9,14,No
5766-FTRTS,60,Male,Enterprise,84.45,72,2,Credit Card,3,18,No
0396-HUJBP,36,Female,Basic,19.3,2,6,Debit Card,1,7,No
5178-LMXOP,22,Male,Basic,95.1,1,6,Debit Card,1,23,Yes
8879-ZKJOF,68,Female,Premium,79.85,41,3,UPI,10,33,No
6285-FTQBF,28,Male,Premium,25.55,72,6,Debit Card,6,16,No
8185-UPYBR,29,Male,Premium,75.5,6,4,UPI,7,37,Yes
4585-HETAI,27,Female,Enterprise,73.75,4,0,Debit Card,9,25,Yes
7526-BEZQB,25,Male,Premium,96.05,12,9,Debit Card,6,9,Yes
1474-JUWSM,41,Female,Enterprise,68.4,58,3,Debit Card,5,28,No
3530-CRZSB,45,Female,Enterprise,20.65,7,6,Debit Card,2,9,No
8498-XXGWA,58,Female,Enterprise,55.15,65,1,UPI,2,12,No
9617-INGJY,53,Male,Enterprise,70.6,1,1,Credit Card,8,18,No
0621-TSSMU,54,Male,Premium,19.95,56,0,Net Banking,1,27,No
7234-KMNRQ,38,Male,Basic,19.0,4,1,Debit Card,8,26,No
7636-PEPNS,25,Female,Basic,44.1,58,9,Debit Card,10,26,No
4683-WYDOU,26,Male,Basic,107.6,62,7,Credit Card,7,10,No
9052-DHNKM,64,Male,Premium,61.55,26,10,UPI,7,17,No
6794-HKIAJ,32,Male,Basic,90.7,62,7,Net Banking,5,32,No
5578-NKCXI,65,Female,Premium,99.25,58,7,Credit Card,3,24,No
1642-HMARX,63,Female,Premium,91.7,68,0,Credit Card,7,8,No
3096-WPXBT,57,Female,Premium,100.7,61,0,Credit Card,7,30,No
8434-PNQZX,35,Female,Basic,78.45,42,9,Credit Card,7,26,No
5950-AAAGJ,59,Male,Basic,84.3,18,3,Debit Card,2,24,No
4299-OPXEJ,37,Female,Basic,19.55,56,5,Net Banking,3,27,No
4951-UKAAQ,23,Female,Enterprise,88.95,4,7,Debit Card,3,15,Yes
9618-LFJRU,29,Female,Premium,20.45,4,1,Credit Card,4,28,No
6693-DJWTY,19,Female,Enterprise,55.6,35,2,Net Banking,9,11,No
0744-GKNGE,24,Female,Premium,86.8,64,5,Credit Card,10,39,No
6447-EGDIV,33,Female,Basic,20.95,31,9,UPI,1,2,No
1167-OYZJF,20,Female,Premium,20.05,67,3,Credit Card,7,9,No
2108-YKQTY,62,Female,Premium,50.7,4,1,Credit Card,7,23,Yes
4806-DXQCE,20,Female,Enterprise,113.65,70,6,UPI,4,33,No
4918-QLLIW,44,Male,Premium,53.4,3,3,Debit Card,1,19,Yes
7056-IMHCC,67,Male,Basic,101.9,53,7,Net Banking,3,13,Yes
4854-SSLTN,60,Male,Premium,59.5,2,7,Credit Card,5,14,No
5294-DMSFH,57,Female,Premium,87.8,29,6,Credit Card,2,32,No
4837-PZTIC,55,Female,Premium,41.9,47,9,UPI,7,22,No
1625-JAIIY,50,Female,Enterprise,83.0,68,8,Net Banking,10,20,Yes
0603-OLQDC,45,Male,Premium,69.85,12,3,UPI,10,33,No
3272-VUHPV,18,Female,Premium,56.3,8,6,Credit Card,7,5,No
4176-FXYBO,25,Male,Enterprise,109.55,54,9,Debit Card,10,20,No
1063-DHQJF,54,Male,Enterprise,92.15,69,9,Debit Card,5,14,No
8663-UPDGF,49,Female,Enterprise,69.5,26,0,Net Banking,10,27,No
6719-FGEDO,65,Female,Enterprise,97.0,72,3,Credit Card,6,26,No
1837-YQUCE,60,Female,Basic,58.35,70,1,UPI,1,32,No
2947-DOMLJ,54,Male,Basic,50.6,1,8,Credit Card,4,30,Yes
4112-LUEIZ,21,Male,Premium,89.5,10,4,UPI,4,27,Yes
0369-ZGOVK,47,Female,Basic,70.4,28,2,UPI,8,26,No
4510-HIMLV,23,Male,Premium,69.8,1,3,Net Banking,2,18,Yes
9919-KNPOO,63,Female,Basic,94.3,21,5,UPI,1,23,No
8749-JMNKX,36,Male,Enterprise,93.8,51,9,Net Banking,7,24,Yes
7872-BAAZR,49,Female,Enterprise,19.55,53,0,Debit Card,6,4,No
9391-LMANN,26,Male,Basic,95.95,53,6,Net Banking,5,3,No
2430-USGXP,29,Male,Basic,101.05,24,7,Net Banking,8,30,Yes
8174-TBVCF,28,Female,Premium,94.8,70,6,Net Banking,2,16,No
1698-XFZCI,63,Male,Premium,107.75,61,6,Debit Card,2,7,No
1877-HKBQX,33,Female,Premium,54.6,11,8,Net Banking,9,39,No
4450-DLLMH,18,Male,Enterprise,71.3,2,3,UPI,1,22,No
0428-AXXLJ,62,Male,Enterprise,19.5,25,6,UPI,6,31,No
2746-DIJLO,38,Female,Enterprise,56.3,41,8,Net Banking,3,13,No
5955-ERIHD,47,Male,Enterprise,94.7,18,4,UPI,5,29,Yes
0917-EZOLA,30,Male,Premium,104.15,72,1,Net Banking,8,28,Yes
3508-VLHCZ,51,Female,Enterprise,90.55,71,4,Debit Card,7,19,No
4086-ATNFV,21,Female,Enterprise,60.8,34,3,UPI,4,23,No
0468-YRPXN,45,Male,Enterprise,98.8,29,7,Net Banking,8,8,No
5996-NRVXR,55,Male,Enterprise,98.15,40,4,Credit Card,10,25,No
3739-YBWAB,48,Male,Basic,35.35,36,8,Debit Card,2,38,No
7047-FWEYA,44,Female,Premium,103.15,46,8,Credit Card,7,38,No
2000-MPKCA,22,Female,Premium,107.75,58,2,Net Banking,5,35,No
9762-YAQAA,42,Male,Enterprise,81.4,39,9,UPI,6,26,No
5949-EBSQK,20,Male,Basic,61.45,4,5,Net Banking,3,3,Yes
5473-KHBPS,50,Female,Premium,95.7,52,5,UPI,10,2,No
0100-DUVFC,21,Male,Premium,104.8,70,3,Net Banking,7,5,No
5397-TUPSH,42,Male,Enterprise,70.95,65,10,Net Banking,7,20,No
8950-MTZNV,37,Male,Enterprise,44.95,1,9,UPI,2,12,No
0326-VDYXE,51,Female,Premium,97.65,70,2,UPI,1,38,No
6773-LQTVT,43,Female,Premium,35.65,29,0,Net Banking,10,16,No
7274-RTAPZ,22,Male,Basic,90.55,1,6,Credit Card,2,37,Yes
0436-TWFFZ,52,Female,Premium,85.25,67,4,Debit Card,8,38,No
8566-YPRGL,45,Female,Premium,19.5,1,9,Credit Card,10,36,No
0311-UNPFF,46,Female,Enterprise,88.8,26,6,Credit Card,3,29,Yes
6609-MXJHJ,26,Female,Premium,25.1,30,0,Credit Card,4,35,No
2669-OIDSD,69,Female,Enterprise,100.05,48,7,Credit Card,8,37,No
8400-WZICQ,55,Female,Premium,55.7,55,2,UPI,3,21,No
3834-XUIFC,67,Male,Premium,85.2,7,6,Credit Card,6,21,Yes
9576-SYUHJ,23,Male,Premium,91.15,37,2,Debit Card,2,28,No
0410-IPFTY,36,Female,Basic,83.85,31,2,UPI,3,6,No
2831-EBWRN,61,Male,Enterprise,45.9,4,9,Credit Card,1,20,No
9430-NKQLY,28,Male,Basic,25.1,72,8,UPI,9,36,No
8414-MYSHR,19,Male,Premium,91.4,5,1,Credit Card,4,13,Yes
0247-SLUJI,64,Male,Basic,19.7,1,3,Credit Card,6,40,No
9402-ORRAH,61,Female,Enterprise,91.5,15,5,Debit Card,7,11,No
6483-OATDN,61,Male,Premium,51.3,8,2,UPI,2,24,No
1293-HHSHJ,26,Female,Basic,21.1,35,9,UPI,8,19,No
4840-ORQXB,38,Female,Basic,104.75,56,9,Net Banking,9,23,No
7599-FKVXZ,41,Male,Enterprise,106.15,42,6,Credit Card,10,31,Yes
3982-DQLUS,51,Male,Basic,85.75,65,6,Credit Card,2,37,No
8610-ZIKJJ,39,Female,Enterprise,20.3,2,4,Debit Card,5,37,No
3756-VNWDH,20,Male,Premium,100.75,65,2,Debit Card,2,3,No
7801-KICAO,29,Female,Premium,74.15,18,1,UPI,5,34,No
7673-LPRNY,45,Female,Basic,78.55,23,3,Debit Card,7,29,No
8229-TNIQA,47,Female,Premium,45.3,4,3,UPI,6,3,Yes
6060-QBMGV,43,Male,Premium,19.85,70,10,Credit Card,4,15,No
7339-POGZN,65,Female,Basic,50.7,4,7,Credit Card,2,7,No
2828-SLQPF,38,Male,Premium,45.0,19,7,UPI,7,3,No
4465-VDKIQ,45,Female,Basic,77.8,18,4,Debit Card,10,16,No
2921-XWDJH,43,Female,Enterprise,83.45,38,5,Debit Card,9,34,No
6221-AVQYL,50,Male,Enterprise,73.25,2,7,UPI,1,20,Yes
2558-BUOZZ,38,Male,Enterprise,94.8,47,0,Credit Card,3,39,No
9257-AZMTZ,52,Female,Basic,20.1,52,4,UPI,7,33,No
0003-MKNFE,69,Male,Basic,59.9,9,3,Debit Card,9,14,No
0975-UYDTX,51,Female,Premium,90.1,26,3,UPI,5,35,No
7743-EXURX,58,Male,Premium,51.05,8,10,Credit Card,7,11,Yes
4682-BLBUC,68,Male,Premium,70.95,44,1,Net Banking,10,20,No
0975-VOOVL,64,Female,Premium,29.2,3,9,UPI,7,30,No
5968-VXZLG,35,Male,Premium,46.6,2,0,Net Banking,4,28,No
5569-KGJHX,28,Female,Basic,85.35,9,5,UPI,5,15,Yes
4988-IQIGL,40,Male,Basic,75.35,1,6,Debit Card,2,38,Yes
5201-FRKKS,65,Male,Enterprise,74.3,25,4,Debit Card,8,13,No
9799-CAYJJ,39,Female,Enterprise,69.3,2,7,Net Banking,1,35,No
7730-IUTDZ,34,Male,Enterprise,75.2,43,8,UPI,2,24,Yes
0426-TIRNE,22,Female,Enterprise,20.9,1,10,Debit Card,3,1,Yes
5443-SCMKX,61,Female,Basic,94.3,58,10,Net Banking,7,24,No
8295-KMENE,28,Female,Basic,76.45,59,1,Net Banking,6,27,No
6738-ISCBM,47,Male,Basic,54.0,44,10,UPI,7,18,No
9821-BESNZ,32,Male,Premium,104.25,66,3,Debit Card,5,26,No
3678-MNGZX,44,Male,Premium,19.95,68,10,Net Banking,4,29,No
1335-NTIUC,52,Male,Enterprise,24.95,9,8,Credit Card,7,8,No
2916-BQZLN,50,Male,Premium,84.75,19,4,Credit Card,3,26,No
4558-CGYCZ,37,Male,Basic,19.75,4,2,Debit Card,10,5,No
2368-GAKKQ,33,Female,Enterprise,113.65,70,5,Debit Card,7,33,No
8710-YGLWG,51,Male,Enterprise,44.9,1,2,Credit Card,2,40,No
3199-XGZCY,19,Female,Premium,75.25,8,4,Net Banking,8,5,No
3785-KTYSH,52,Male,Enterprise,24.6,53,2,UPI,6,36,No
6814-ZPWFQ,57,Male,Premium,25.0,51,5,Net Banking,3,13,No
4063-EIKNQ,45,Male,Premium,20.95,11,9,Debit Card,3,17,No
6993-YCOBK,64,Male,Enterprise,110.6,60,4,Debit Card,5,13,No
5206-HPJKM,56,Male,Premium,55.5,17,8,UPI,3,25,No
7587-RZNME,23,Male,Premium,43.3,3,2,Net Banking,6,2,Yes
0748-RDGGM,26,Male,Premium,109.5,70,5,UPI,2,24,Yes
8393-JMVMB,37,Male,Premium,19.45,1,7,Net Banking,8,36,No
5019-GQVCR,18,Male,Enterprise,84.85,43,6,Net Banking,9,25,No
6036-TTFYU,25,Female,Basic,19.6,16,5,Credit Card,7,34,No
2550-AEVRU,40,Female,Basic,53.45,57,1,Net Banking,3,12,No
0969-RGKCU,20,Male,Premium,19.8,37,6,Debit Card,10,19,No
0378-CJKPV,21,Female,Premium,112.1,72,7,Debit Card,4,30,No
4706-AXVKM,42,Female,Premium,84.8,11,0,Debit Card,10,37,Yes
5889-JTMUL,64,Female,Basic,95.05,50,8,Credit Card,2,1,Yes
9026-RNUJS,55,Male,Premium,50.35,5,3,UPI,9,3,Yes
3746-EUBYR,32,Male,Enterprise,74.6,1,7,Debit Card,5,26,Yes
2332-EFBJY,38,Male,Enterprise,19.7,16,9,Debit Card,2,15,Yes
2880-FPNAE,52,Male,Enterprise,74.2,2,6,UPI,10,28,No
1703-MGIAB,63,Female,Basic,69.0,17,9,Credit Card,6,4,No
4311-QTTAI,69,Female,Premium,19.35,16,6,Net Banking,7,19,No
9474-PHLYD,31,Female,Premium,59.45,15,1,UPI,2,24,Yes
4318-RAJVY,53,Female,Premium,19.8,10,0,Net Banking,1,40,No
2165-VOEGB,29,Female,Basic,105.2,46,3,Net Banking,7,6,Yes
3612-YUNGG,34,Male,Basic,109.2,64,1,Net Banking,1,16,No
2254-DLXRI,56,Female,Basic,79.15,1,7,UPI,3,32,No
5062-CJJKH,26,Male,Basic,53.65,25,9,UPI,4,30,No
9028-LIHRP,52,Male,Enterprise,100.2,71,6,Net Banking,2,35,No
2219-MVUSO,30,Male,Basic,45.15,8,7,Credit Card,7,8,Yes
1053-MXTTK,32,Female,Basic,108.65,72,10,Credit Card,5,5,No
1530-ZTDOZ,35,Female,Basic,40.65,49,5,Credit Card,1,37,No
1301-LOPVR,68,Male,Premium,55.35,29,0,Debit Card,8,12,No
0853-TWRVK,50,Male,Premium,105.6,72,8,Net Banking,10,25,No
8914-RBTSB,23,Male,Premium,93.8,31,5,Debit Card,7,33,Yes
6212-ATMLK,44,Female,Enterprise,95.7,50,9,Credit Card,4,39,No
8200-LGKSR,40,Male,Enterprise,83.2,71,0,UPI,2,24,No
1568-BEKZM,44,Male,Basic,90.05,70,0,Credit Card,7,11,No
0670-ANMUU,51,Male,Premium,97.65,71,7,Debit Card,2,35,No
6897-RWMUB,63,Male,Enterprise,68.05,61,5,Debit Card,6,40,No
0963-ZBDRN,55,Male,Premium,96.2,32,7,Credit Card,1,1,Yes
7594-RQHXR,31,Female,Enterprise,79.6,1,7,Net Banking,7,8,Yes
6999-CHVCF,53,Male,Enterprise,102.1,68,10,UPI,7,23,No
6134-KWTBV,25,Male,Basic,23.4,62,7,UPI,4,20,No
1077-HUUJM,52,Female,Basic,71.05,7,9,Credit Card,4,32,No
6331-EWIEB,36,Male,Enterprise,85.25,20,6,Net Banking,10,11,Yes
0895-LNKRC,47,Male,Basic,19.45,6,6,Net Banking,5,7,No
2045-BMBTJ,31,Female,Enterprise,59.45,33,9,Credit Card,2,30,No
8417-GSODA,37,Male,Enterprise,92.2,28,3,UPI,9,39,No
5171-EPLKN,66,Male,Premium,19.85,27,8,UPI,10,13,No
4452-QIIEB,42,Male,Basic,43.9,7,1,UPI,4,3,No
5998-VVEJY,57,Male,Basic,80.5,26,10,Net Banking,9,7,Yes
1624-NALOJ,41,Male,Basic,89.8,5,8,Credit Card,3,13,Yes
6741-EGCBI,31,Male,Premium,90.5,30,9,Net Banking,9,37,No
7820-ZYGNY,43,Male,Premium,90.45,63,2,UPI,1,25,No
4317-VTEOA,55,Male,Premium,50.75,1,1,Net Banking,7,23,Yes
9677-AVKED,40,Female,Basic,84.6,53,3,UPI,4,33,No
1670-SVOWZ,39,Female,Basic,89.65,14,4,Credit Card,7,5,Yes
2227-JRSJX,65,Female,Basic,99.15,21,1,UPI,10,32,No
9847-HNVGP,36,Male,Premium,19.95,17,0,Debit Card,6,30,No
6696-YDAYZ,63,Male,Premium,20.5,16,9,Debit Card,4,31,No
8980-WQFWL,68,Female,Enterprise,62.1,35,10,Credit Card,4,13,No
1730-ZMAME,20,Female,Premium,79.5,32,4,Net Banking,8,5,No
6506-EYCNH,59,Female,Enterprise,19.55,28,8,Net Banking,7,23,No
4634-JLRJT,36,Female,Basic,20.35,1,4,Net Banking,4,1,No
9501-UKKNL,26,Male,Premium,51.7,59,10,UPI,6,10,No
2560-QTSBS,45,Female,Basic,23.3,72,9,Debit Card,6,27,No
7541-YLXCL,37,Male,Basic,65.4,36,8,Credit Card,1,8,Yes
4795-WRNVT,62,Female,Basic,65.1,40,9,Net Banking,2,3,No
6080-TCMYC,24,Male,Basic,81.2,40,5,Net Banking,4,19,No
0260-ZDLGK,31,Female,Premium,72.9,9,2,Credit Card,6,2,Yes
7860-UXCRM,26,Male,Basic,74.5,63,3,UPI,6,31,No
6357-JJPQT,36,Female,Enterprise,80.5,3,3,Net Banking,1,10,No
2292-XQWSV,64,Male,Premium,60.3,40,0,UPI,8,16,No
9552-TGUZV,69,Male,Basic,75.0,8,2,UPI,2,37,No
5913-INRQV,31,Male,Premium,90.15,34,2,UPI,5,20,No
8722-NGNBH,55,Male,Enterprise,40.0,5,0,Net Banking,4,3,Yes
6210-KBBPI,53,Male,Basic,99.45,9,8,Net Banking,5,35,Yes
9643-YBLUR,57,Male,Enterprise,69.05,9,10,Credit Card,5,34,No
8734-FNWVH,34,Male,Basic,59.7,31,0,Credit Card,10,21,No
9447-YPTBX,47,Female,Enterprise,19.85,50,8,UPI,8,36,No
0133-BMFZO,26,Female,Basic,86.25,2,0,Net Banking,10,32,Yes
6128-CZOMY,50,Female,Premium,45.65,1,1,UPI,7,18,Yes
9540-JYROE,69,Male,Basic,70.1,8,1,Credit Card,9,34,Yes
9026-LHEVG,42,Female,Premium,40.75,9,5,UPI,1,38,No
2260-USTRB,31,Female,Basic,70.2,2,6,Debit Card,6,3,Yes
3656-TKRVZ,28,Female,Basic,55.35,3,10,UPI,6,3,Yes
7011-CVEUC,52,Male,Enterprise,95.7,25,0,Net Banking,2,27,No
6185-TASNN,58,Male,Enterprise,46.3,1,2,UPI,8,2,No
7925-PNRGI,31,Female,Enterprise,81.3,45,1,UPI,6,3,No
8623-TMRBY,47,Male,Basic,84.2,51,7,Net Banking,10,17,Yes
1552-CZCLL,58,Female,Basic,20.0,55,8,Debit Card,9,39,No
3038-PQIUY,21,Female,Basic,66.15,38,1,Net Banking,10,38,No
1501-SGHBW,21,Male,Premium,45.85,2,1,Credit Card,5,40,Yes
9313-CDOGY,45,Male,Premium,19.6,38,9,Debit Card,7,19,No
8148-BPLZQ,25,Male,Basic,49.8,34,8,Debit Card,6,19,No
2623-DRYAM,19,Female,Enterprise,101.75,70,3,Net Banking,5,5,No
9987-LUTYD,58,Female,Enterprise,55.15,13,4,UPI,6,5,No
3208-YPIOE,63,Male,Enterprise,75.25,39,10,Credit Card,4,14,Yes
4488-KQFDT,39,Female,Basic,103.95,61,8,Credit Card,3,27,No
2612-RANWT,58,Female,Enterprise,100.15,12,5,Debit Card,1,36,Yes
5693-PIPCS,33,Male,Basic,99.65,41,9,Credit Card,1,40,No
0491-KAPQG,46,Male,Premium,73.7,21,8,Debit Card,6,35,No
1925-LFCZZ,66,Male,Enterprise,50.05,55,8,Debit Card,9,21,No
8039-EQPIM,65,Male,Premium,60.25,69,6,Credit Card,8,5,No
6900-PXRMS,47,Male,Enterprise,105.75,26,9,Debit Card,2,24,Yes
8707-RMEZH,29,Female,Basic,87.3,69,8,UPI,9,39,No
3346-BRMIS,52,Female,Basic,48.35,18,4,Debit Card,8,24,Yes
3209-ZPKFI,28,Male,Basic,54.25,47,4,UPI,9,40,No
6479-VDGRK,63,Female,Basic,85.3,72,7,UPI,4,13,No
9373-WSLOY,67,Male,Enterprise,50.0,33,9,UPI,9,38,No
2933-FILNV,38,Female,Premium,24.4,2,3,Credit Card,2,1,Yes
3569-JFODW,38,Female,Basic,90.95,72,8,UPI,1,39,No
9819-FBNSV,22,Male,Enterprise,72.25,37,6,Credit Card,9,10,No
9544-PYPSJ,65,Female,Premium,96.1,62,6,Net Banking,10,2,No
1591-XWLGB,37,Female,Basic,19.85,71,2,UPI,8,16,No
0396-UKGAI,54,Male,Premium,55.3,23,3,Debit Card,7,37,No
3243-ZHOHY,20,Female,Basic,20.1,16,6,Net Banking,8,16,No
5186-EJEGL,61,Male,Premium,69.5,9,10,Net Banking,1,23,No
7527-QNRUS,50,Male,Premium,25.15,17,10,UPI,9,26,No
9986-BONCE,26,Female,Basic,20.95,4,4,Credit Card,10,16,Yes
2722-JMONI,26,Female,Enterprise,49.55,1,2,Net Banking,9,27,Yes
2203-GHNWN,21,Female,Premium,79.65,24,0,UPI,9,30,No
3878-AVSOQ,52,Female,Basic,71.25,1,6,Net Banking,6,33,No
3258-SYSWS,34,Male,Premium,113.8,72,5,Net Banking,4,32,No
5296-PSYVW,51,Female,Premium,24.55,72,9,UPI,2,9,No
6319-QSUSR,41,Female,Enterprise,19.7,11,6,Debit Card,4,11,No
4083-EUGRJ,49,Male,Premium,20.25,9,1,Debit Card,7,37,Yes
7579-OOPEC,18,Female,Premium,50.15,2,3,Debit Card,1,6,Yes
0512-FLFDW,25,Female,Basic,100.5,60,1,Net Banking,9,30,No
1771-OADNZ,62,Male,Basic,95.9,29,7,Credit Card,3,40,Yes
0487-CRLZF,40,Female,Enterprise,74.45,49,6,Credit Card,4,15,No
2107-FBPTK,64,Female,Premium,104.1,30,0,Net Banking,5,30,No
9451-WLYRI,57,Female,Premium,19.05,53,1,Net Banking,3,18,No
8219-VYBVI,29,Male,Premium,25.0,39,1,UPI,4,12,No
1991-VOPLL,29,Female,Enterprise,19.05,9,3,Credit Card,5,4,No
9738-QLWTP,63,Male,Premium,81.9,39,2,Net Banking,1,16,No
1016-DJTSV,64,Male,Basic,69.7,8,0,Debit Card,9,23,No
9419-IPPBE,32,Female,Enterprise,90.15,51,1,Credit Card,10,11,No
0174-QRVVY,58,Male,Basic,25.35,71,10,Net Banking,10,24,No
5699-BNCAS,36,Male,Basic,24.65,71,8,UPI,4,22,No
2900-PHPLN,43,Female,Enterprise,19.55,70,0,UPI,9,39,No
0612-RTZZA,69,Female,Basic,25.25,1,8,Credit Card,4,15,Yes
8106-GWQOK,46,Male,Premium,60.0,38,6,Debit Card,1,15,No
8751-EDEKA,39,Female,Enterprise,89.9,28,1,Credit Card,5,10,No
6878-GGDWG,57,Female,Basic,19.4,32,1,Net Banking,9,28,No
4039-PIMHX,38,Male,Premium,49.8,49,4,Debit Card,3,36,No
8450-LUGUK,68,Female,Premium,24.1,37,4,Net Banking,5,17,No
3604-WLABM,55,Female,Basic,54.25,10,3,Debit Card,3,36,No
0795-GMVQO,37,Male,Premium,109.9,67,9,Debit Card,3,22,No
2259-OUUSZ,46,Male,Enterprise,35.5,7,9,Net Banking,1,23,No
1142-IHLOO,68,Female,Basic,87.55,51,2,Credit Card,2,29,No
6410-LEFEN,21,Female,Premium,45.15,9,3,UPI,2,22,Yes
4633-MKHYU,24,Female,Premium,88.4,9,9,Debit Card,9,11,No
6257-RJOHI,45,Male,Basic,50.8,4,3,Debit Card,7,36,No
1545-JFUML,45,Male,Basic,99.0,71,1,UPI,8,29,No
3194-ORPIK,21,Female,Basic,84.4,50,4,Credit Card,2,32,Yes
7826-VVKWT,39,Female,Basic,96.55,24,4,UPI,9,14,No
1353-GHZOS,29,Male,Enterprise,59.75,22,4,Credit Card,3,18,No
2587-EKXTS,62,Male,Basic,111.5,44,10,Debit Card,10,38,No
5442-BXVND,20,Female,Enterprise,24.25,33,10,Debit Card,2,37,No
8816-VXNZD,39,Female,Enterprise,75.1,1,9,Net Banking,1,34,Yes
9378-FXTIZ,61,Female,Basic,70.15,54,0,Credit Card,9,23,Yes
1723-HKXJQ,19,Male,Enterprise,101.75,42,5,UPI,8,32,Yes
7825-GKXMW,41,Female,Basic,45.8,1,10,Credit Card,4,3,Yes
9753-OYLBX,51,Female,Basic,20.5,1,1,Credit Card,7,22,No
2364-UFROM,44,Male,Premium,70.4,30,6,Credit Card,3,23,No
6656-JWRQX,58,Female,Basic,30.55,1,3,Credit Card,3,4,No
6473-ULUHT,18,Male,Premium,84.9,16,4,UPI,4,13,No
1240-KNSEZ,25,Male,Enterprise,20.1,1,4,Net Banking,2,32,Yes
0836-SEYLU,40,Male,Premium,40.65,9,4,Debit Card,10,29,Yes
4433-JCGCG,55,Male,Enterprise,101.0,46,1,UPI,4,40,Yes
3716-BDVDB,23,Male,Basic,69.1,1,4,UPI,10,40,Yes
7688-AWMDX,39,Male,Enterprise,54.5,71,2,Debit Card,3,10,No
2842-BCQGE,42,Male,Enterprise,75.35,43,3,Net Banking,8,13,No
7244-QWYHG,35,Male,Basic,44.45,50,1,UPI,2,17,No
5899-MQZZL,34,Female,Enterprise,75.0,13,3,Debit Card,9,38,Yes
6849-OYAMU,29,Male,Basic,100.0,19,8,Net Banking,3,2,Yes
5312-UXESG,23,Female,Premium,98.05,41,7,Net Banking,4,17,No
9488-HGMJH,43,Female,Basic,71.15,1,10,Credit Card,10,26,Yes
6038-GCYEC,44,Female,Basic,54.15,24,2,UPI,10,38,Yes
2150-WLKUW,25,Female,Enterprise,63.9,40,0,Net Banking,3,37,No
7159-FVYPK,36,Female,Premium,69.15,3,0,UPI,3,5,No
7032-LMBHI,59,Female,Basic,64.65,37,5,Debit Card,8,25,No
1150-WFARN,18,Female,Premium,108.75,67,2,UPI,8,9,Yes
6088-BXMRG,46,Female,Premium,98.85,32,3,Net Banking,6,28,No
3144-AUDBS,62,Female,Enterprise,49.15,6,0,Debit Card,4,22,Yes
4821-SJHJV,66,Female,Basic,89.6,32,7,Debit Card,1,29,No
7346-MEDWM,52,Female,Enterprise,83.25,59,0,Credit Card,4,35,No
1137-DGOWI,57,Female,Basic,70.25,30,4,Debit Card,8,20,No
5616-PRTNT,31,Male,Premium,19.4,20,5,Net Banking,6,5,Yes
3812-LRZIR,52,Female,Basic,24.5,27,1,Credit Card,2,39,No
4818-QIUFN,65,Female,Basic,79.15,20,6,Net Banking,3,32,Yes
9483-GCPWE,62,Male,Premium,20.1,9,6,Net Banking,7,39,No
4227-OJHAL,37,Female,Premium,73.0,68,0,Credit Card,4,10,No
9220-CXRSC,66,Female,Basic,61.4,69,3,Credit Card,4,40,No
4993-JCRGJ,30,Male,Enterprise,84.3,26,3,UPI,5,17,No
9537-JALFH,55,Male,Basic,19.9,69,4,Net Banking,8,37,No
6698-OXETB,66,Male,Premium,20.4,11,0,UPI,7,15,No
2103-ZRXFN,63,Male,Enterprise,50.75,1,0,Debit Card,9,9,No
3724-BSCVH,66,Male,Premium,20.45,10,6,Debit Card,5,32,No
4877-TSOFF,25,Female,Premium,75.75,55,8,UPI,1,23,No
9209-NWPGU,60,Male,Enterprise,65.4,44,0,Credit Card,4,11,No
6961-VCPMC,37,Male,Premium,80.4,46,1,Debit Card,6,13,Yes
7306-YDSOI,50,Male,Premium,59.75,69,5,Credit Card,6,18,No
5288-AHOUP,43,Male,Premium,78.5,11,5,UPI,9,9,No
6688-UZPWD,56,Female,Premium,102.0,11,1,Credit Card,10,5,Yes
0655-YDGFJ,38,Male,Premium,48.95,29,8,Net Banking,5,22,No
8468-EHYJA,66,Female,Premium,99.65,57,3,Debit Card,5,32,No
6823-SIDFQ,59,Male,Premium,18.25,28,6,Credit Card,6,2,No
1097-FSPVW,60,Female,Premium,54.55,42,5,Credit Card,6,21,No
2839-RFSQE,58,Female,Premium,20.65,2,10,Net Banking,3,28,Yes
8328-SKJNO,26,Male,Basic,40.65,23,10,Credit Card,6,24,No
7010-ZMVBF,41,Female,Basic,20.45,18,2,UPI,8,24,No
5201-CBWYG,54,Male,Premium,24.8,62,7,UPI,6,14,No
0968-GSIKN,66,Female,Basic,70.8,1,6,UPI,5,37,Yes
1965-DDBWU,58,Male,Enterprise,89.05,16,8,Debit Card,3,27,Yes
9057-SIHCH,34,Female,Basic,96.6,3,2,Credit Card,1,24,Yes
6352-GIGGQ,41,Male,Premium,88.8,67,0,Debit Card,5,6,No
3635-QQRQD,38,Male,Premium,20.05,62,1,Debit Card,6,26,No
6771-XWBDM,68,Female,Basic,104.5,57,10,Credit Card,6,15,Yes
2897-DOVND,56,Male,Premium,69.8,2,0,Credit Card,6,29,No
3082-YVEKW,58,Female,Enterprise,77.15,23,10,UPI,3,36,No
0191-EQUUH,56,Female,Enterprise,35.05,25,4,Debit Card,4,10,No
7134-HBPBS,30,Female,Premium,108.1,72,9,Debit Card,3,28,No
3489-HHPFY,28,Female,Enterprise,84.05,2,1,Credit Card,2,9,No
